Time(ms),GPS Time(ms),Lat,Lon,Accuracy,GPS Altitude,GPS Speed,GPS Bearing,Map Bearing,Snapped Lat,Snapped Lon,Snapped Start Node,Snapped End Node,WiFi Time(ms),Wifi Lat,Wifi Lon,Wifi Accuracy,Wifi Altitude,GPS to Wifi Distance,Accel Sensor Time(ms),Ax,Ay,Az,Gyro Sensor Time(ms),Gx,Gy,Gz,Magn Sensor Time(ms),Mx,My,Mz,Pressure Sensor Time(ms),Pressure,Temperature Sensor Time(ms),Temperature,Light Sensor Time(ms),Light,EKF Elevation,Vertical Velocity,Google Elevation
1746544319769,1746544317051,48.533435,35.072563,10,2.29999996722,8.7999997735,110,-166.363460433,48.53305,35.072485,1989019237,7627043021,1745036663871,48.531567,35.070958,-124,0.0999973043799,238.979337673,1746544319938,-0.4163511,-0.27338,10.14976,1746544319910,-0.0258083,-0.02122694,0.01969982,1746544319854,1.4,-17.0375,-12.575,1746544319409,1003.483,1746544176601,13,0,0,23.59013,0.07075684,25.67483
1746544319773,1746544317051,48.533435,35.072563,10,2.29999996722,8.7999997735,110,-166.363460433,48.53305,35.072485,1989019237,7627043021,1745036663871,48.531567,35.070958,-124,0.0999973043799,238.979337673,1746544319938,-0.4163511,-0.27338,10.14976,1746544319939,-0.006566608,0.0142022,0.02015796,1746544319854,1.4,-17.0375,-12.575,1746544319409,1003.483,1746544176601,13,0,0,23.59013,0.07075684,25.67483
1746544319776,1746544317051,48.533435,35.072563,10,2.29999996722,8.7999997735,110,-166.363460433,48.53305,35.072485,1989019237,7627043021,1745036663871,48.531567,35.070958,-124,0.0999973043799,238.979337673,1746544319938,-0.4163511,-0.27338,10.14976,1746544319939,-0.006566608,0.0142022,0.02015796,1746544319945,0.5625,-17.4875,-14.7125,1746544319409,1003.483,1746544176601,13,0,0,23.59013,0.07075684,25.67483
1746544319822,1746544317051,48.533435,35.072563,10,2.29999996722,8.7999997735,110,-166.363460433,48.53305,35.072485,1989019237,7627043021,1745036663871,48.531567,35.070958,-124,0.0999973043799,238.979337673,1746544319973,-0.4971089,-0.192024,10.39622,1746544319939,-0.006566608,0.0142022,0.02015796,1746544319945,0.5625,-17.4875,-14.7125,1746544319409,1003.483,1746544176601,13,0,0,23.59249,0.081728,25.67483
1746544319825,1746544317051,48.533435,35.072563,10,2.29999996722,8.7999997735,110,-166.363460433,48.53305,35.072485,1989019237,7627043021,1745036663871,48.531567,35.070958,-124,0.0999973043799,238.979337673,1746544319973,-0.4971089,-0.192024,10.39622,1746544319972,-0.005650337,0.02260135,0.02382304,1746544319945,0.5625,-17.4875,-14.7125,1746544319409,1003.483,1746544176601,13,0,0,23.59249,0.081728,25.67483
1746544319827,1746544317051,48.533435,35.072563,10,2.29999996722,8.7999997735,110,-166.363460433,48.53305,35.072485,1989019237,7627043021,1745036663871,48.531567,35.070958,-124,0.0999973043799,238.979337673,1746544319973,-0.4971089,-0.192024,10.39622,1746544319972,-0.005650337,0.02260135,0.02382304,1746544319945,0.5625,-17.4875,-14.7125,1746544319977,1003.499,1746544176601,13,0,0,23.59572,0.1026757,25.67483
1746544319843,1746544317051,48.533435,35.072563,10,2.29999996722,8.7999997735,110,-166.363460433,48.53305,35.072485,1989019237,7627043021,1745036663871,48.531567,35.070958,-124,0.0999973043799,238.979337673,1746544320011,-0.1956133,-0.4283153,8.615956,1746544319972,-0.005650337,0.02260135,0.02382304,1746544319945,0.5625,-17.4875,-14.7125,1746544319977,1003.499,1746544176601,13,0,0,23.59612,0.09783541,25.67483
1746544319857,1746544317051,48.533435,35.072563,10,2.29999996722,8.7999997735,110,-166.363460433,48.53305,35.072485,1989019237,7627043021,1745036663871,48.531567,35.070958,-124,0.0999973043799,238.979337673,1746544320011,-0.1956133,-0.4283153,8.615956,1746544320025,-0.004428643,0.03695626,0.01175881,1746544319945,0.5625,-17.4875,-14.7125,1746544319977,1003.499,1746544176601,13,0,0,23.59612,0.09783541,25.67483
1746544319862,1746544317051,48.533435,35.072563,10,2.29999996722,8.7999997735,110,-166.363460433,48.53305,35.072485,1989019237,7627043021,1745036663871,48.531567,35.070958,-124,0.0999973043799,238.979337673,1746544320031,-0.1411765,-0.1064806,9.91466,1746544320025,-0.004428643,0.03695626,0.01175881,1746544319945,0.5625,-17.4875,-14.7125,1746544319977,1003.499,1746544176601,13,0,0,23.59879,0.05900401,25.67483
1746544319878,1746544317051,48.533435,35.072563,10,2.29999996722,8.7999997735,110,-166.363460433,48.53305,35.072485,1989019237,7627043021,1745036663871,48.531567,35.070958,-124,0.0999973043799,238.979337673,1746544320031,-0.1411765,-0.1064806,9.91466,1746544320025,-0.004428643,0.03695626,0.01175881,1746544320045,0.4875,-18.0125,-13.0875,1746544319977,1003.499,1746544176601,13,0,0,23.59879,0.05900401,25.67483
1746544319882,1746544317051,48.533435,35.072563,10,2.29999996722,8.7999997735,110,-166.363460433,48.53305,35.072485,1989019237,7627043021,1745036663871,48.531567,35.070958,-124,0.0999973043799,238.979337673,1746544320031,-0.1411765,-0.1064806,9.91466,1746544320040,-0.01496576,0.06581879,0.01313322,1746544320045,0.4875,-18.0125,-13.0875,1746544319977,1003.499,1746544176601,13,0,0,23.59879,0.05900401,25.67483
1746544319887,1746544317051,48.533435,35.072563,10,2.29999996722,8.7999997735,110,-166.363460433,48.53305,35.072485,1989019237,7627043021,1745036663871,48.531567,35.070958,-124,0.0999973043799,238.979337673,1746544320057,0.0951147,-0.3272185,10.24367,1746544320040,-0.01496576,0.06581879,0.01313322,1746544320045,0.4875,-18.0125,-13.0875,1746544319977,1003.499,1746544176601,13,0,0,23.59999,0.06111152,25.67483
1746544319923,1746544317051,48.533435,35.072563,10,2.29999996722,8.7999997735,110,-166.363460433,48.53305,35.072485,1989019237,7627043021,1745036663871,48.531567,35.070958,-124,0.0999973043799,238.979337673,1746544320083,-0.03828516,-0.5802595,9.865608,1746544320040,-0.01496576,0.06581879,0.01313322,1746544320045,0.4875,-18.0125,-13.0875,1746544319977,1003.499,1746544176601,13,0,0,23.60172,0.07192529,25.67483
1746544319926,1746544317051,48.533435,35.072563,10,2.29999996722,8.7999997735,110,-166.363460433,48.53305,35.072485,1989019237,7627043021,1745036663871,48.531567,35.070958,-124,0.0999973043799,238.979337673,1746544320083,-0.03828516,-0.5802595,9.865608,1746544320085,-0.03603999,0.009773556,0.002748813,1746544320045,0.4875,-18.0125,-13.0875,1746544319977,1003.499,1746544176601,13,0,0,23.60172,0.07192529,25.67483
1746544319932,1746544320052,48.533059,35.072431,10,2.29999996722,10.8999996781,107,-166.542825522,48.53305,35.072485,1989019237,7627043021,1745036663871,48.531567,35.070958,-124,0.0999973043799,198.211346069,1746544320083,-0.03828516,-0.5802595,9.865608,1746544320085,-0.03603999,0.009773556,0.002748813,1746544320045,0.4875,-18.0125,-13.0875,1746544319977,1003.499,1746544176601,13,0,0,23.60172,0.07192529,25.67483
1746544320141,1746544320052,48.533059,35.072431,10,2.29999996722,10.8999996781,107,-166.542825447,48.5330062684,35.0724691971,1989019237,7627043021,1745036663871,48.531567,35.070958,-124,0.0999973043799,198.211346069,1746544320083,-0.03828516,-0.5802595,9.865608,1746544320085,-0.03603999,0.009773556,0.002748813,1746544320146,1.2875,-17.9375,-14.4375,1746544319977,1003.499,1746544176601,13,0,0,23.60172,0.07192529,25.67483
1746544320162,1746544320052,48.533059,35.072431,10,2.29999996722,10.8999996781,107,-166.542825556,48.5329975221,35.0724660366,1989019237,7627043021,1745036663871,48.531567,35.070958,-124,0.0999973043799,198.211346069,1746544320083,-0.03828516,-0.5802595,9.865608,1746544320330,0.09345963,0.06016846,-0.01878355,1746544320146,1.2875,-17.9375,-14.4375,1746544319977,1003.499,1746544176601,13,0,0,23.60172,0.07192529,25.67483
1746544320186,1746544320052,48.533059,35.072431,10,2.29999996722,10.8999996781,107,-166.542825494,48.5329887758,35.072462876,1989019237,7627043021,1745036663871,48.531567,35.070958,-124,0.0999973043799,198.211346069,1746544320338,1.392025,-0.6675975,6.76451,1746544320330,0.09345963,0.06016846,-0.01878355,1746544320146,1.2875,-17.9375,-14.4375,1746544319977,1003.499,1746544176601,13,0,0,23.60361,0.07312974,25.67483
1746544320212,1746544320052,48.533059,35.072431,10,2.29999996722,10.8999996781,107,-166.542825494,48.5329887758,35.072462876,1989019237,7627043021,1745036663871,48.531567,35.070958,-124,0.0999973043799,198.211346069,1746544320383,1.581656,-0.3631108,11.21695,1746544320330,0.09345963,0.06016846,-0.01878355,1746544320146,1.2875,-17.9375,-14.4375,1746544319977,1003.499,1746544176601,13,0,0,23.6038,-0.06479803,25.67483
1746544320216,1746544320052,48.533059,35.072431,10,2.29999996722,10.8999996781,107,-166.542825494,48.5329887758,35.072462876,1989019237,7627043021,1745036663871,48.531567,35.070958,-124,0.0999973043799,198.211346069,1746544320383,1.581656,-0.3631108,11.21695,1746544320385,-0.01649288,-0.09132166,-0.008551862,1746544320146,1.2875,-17.9375,-14.4375,1746544319977,1003.499,1746544176601,13,0,0,23.6038,-0.06479803,25.67483
1746544320237,1746544320052,48.533059,35.072431,10,2.29999996722,10.8999996781,107,-166.542825522,48.5329800295,35.0724597155,1989019237,7627043021,1745036663871,48.531567,35.070958,-124,0.0999973043799,198.211346069,1746544320383,1.581656,-0.3631108,11.21695,1746544320385,-0.01649288,-0.09132166,-0.008551862,1746544320410,-0.025,-17.0375,-13.35,1746544319977,1003.499,1746544176601,13,0,0,23.6038,-0.06479803,25.67483
1746544320241,1746544320052,48.533059,35.072431,10,2.29999996722,10.8999996781,107,-166.542825522,48.5329800295,35.0724597155,1989019237,7627043021,1745036663871,48.531567,35.070958,-124,0.0999973043799,198.211346069,1746544320411,0.3720839,-0.9427722,8.626724,1746544320385,-0.01649288,-0.09132166,-0.008551862,1746544320410,-0.025,-17.0375,-13.35,1746544319977,1003.499,1746544176601,13,0,0,23.60217,-0.007614567,25.67483
1746544320246,1746544320052,48.533059,35.072431,10,2.29999996722,10.8999996781,107,-166.542825522,48.5329800295,35.0724597155,1989019237,7627043021,1745036663871,48.531567,35.070958,-124,0.0999973043799,198.211346069,1746544320411,0.3720839,-0.9427722,8.626724,1746544320413,-0.04993676,-0.09086353,-0.01130067,1746544320410,-0.025,-17.0375,-13.35,1746544319977,1003.499,1746544176601,13,0,0,23.60217,-0.007614567,25.67483
1746544320276,1746544320052,48.533059,35.072431,10,2.29999996722,10.8999996781,107,-166.542825536,48.5329712832,35.0724565549,1989019237,7627043021,1745036663871,48.531567,35.070958,-124,0.0999973043799,198.211346069,1746544320411,0.3720839,-0.9427722,8.626724,1746544320440,0.03848338,-0.04459185,-0.01634016,1746544320410,-0.025,-17.0375,-13.35,1746544319977,1003.499,1746544176601,13,0,0,23.60217,-0.007614567,25.67483
1746544320279,1746544320052,48.533059,35.072431,10,2.29999996722,10.8999996781,107,-166.542825536,48.5329712832,35.0724565549,1989019237,7627043021,1745036663871,48.531567,35.070958,-124,0.0999973043799,198.211346069,1746544320442,0.5156533,0.04725825,11.37069,1746544320440,0.03848338,-0.04459185,-0.01634016,1746544320410,-0.025,-17.0375,-13.35,1746544319977,1003.499,1746544176601,13,0,0,23.6015,-0.04084204,25.67483
1746544320297,1746544320052,48.533059,35.072431,10,2.29999996722,10.8999996781,107,-166.542825536,48.5329712832,35.0724565549,1989019237,7627043021,1745036663871,48.531567,35.070958,-124,0.0999973043799,198.211346069,1746544320442,0.5156533,0.04725825,11.37069,1746544320464,-0.04413372,-0.06780405,-0.01359135,1746544320410,-0.025,-17.0375,-13.35,1746544319977,1003.499,1746544176601,13,0,0,23.6015,-0.04084204,25.67483
1746544320304,1746544320052,48.533059,35.072431,10,2.29999996722,10.8999996781,107,-166.542825536,48.5329712832,35.0724565549,1989019237,7627043021,1745036663871,48.531567,35.070958,-124,0.0999973043799,198.211346069,1746544320474,-0.5772685,0.7627122,10.63909,1746544320464,-0.04413372,-0.06780405,-0.01359135,1746544320410,-0.025,-17.0375,-13.35,1746544319977,1003.499,1746544176601,13,0,0,23.60095,0.005721286,25.67483
1746544320320,1746544320052,48.533059,35.072431,10,2.29999996722,10.8999996781,107,-166.542825481,48.5329625368,35.0724533943,1989019237,7627043021,1745036663871,48.531567,35.070958,-124,0.0999973043799,198.211346069,1746544320474,-0.5772685,0.7627122,10.63909,1746544320484,0.008246438,-0.01985254,-0.01771457,1746544320410,-0.025,-17.0375,-13.35,1746544319977,1003.499,1746544176601,13,0,0,23.60095,0.005721286,25.67483
1746544320327,1746544320052,48.533059,35.072431,10,2.29999996722,10.8999996781,107,-166.542825481,48.5329625368,35.0724533943,1989019237,7627043021,1745036663871,48.531567,35.070958,-124,0.0999973043799,198.211346069,1746544320474,-0.5772685,0.7627122,10.63909,1746544320484,0.008246438,-0.01985254,-0.01771457,1746544320500,1.3875,-17.15,-14.075,1746544319977,1003.499,1746544176601,13,0,0,23.60095,0.005721286,25.67483
1746544320335,1746544320052,48.533059,35.072431,10,2.29999996722,10.8999996781,107,-166.542825481,48.5329625368,35.0724533943,1989019237,7627043021,1745036663871,48.531567,35.070958,-124,0.0999973043799,198.211346069,1746544320498,-0.3421736,0.2249253,9.284152,1746544320484,0.008246438,-0.01985254,-0.01771457,1746544320500,1.3875,-17.15,-14.075,1746544319977,1003.499,1746544176601,13,0,0,23.60157,0.03310456,25.67483
1746544320366,1746544320052,48.533059,35.072431,10,2.29999996722,10.8999996781,107,-166.542825537,48.5329537905,35.0724502338,1989019237,7627043021,1745036663871,48.531567,35.070958,-124,0.0999973043799,198.211346069,1746544320498,-0.3421736,0.2249253,9.284152,1746544320514,0.01786728,0.04795151,-0.007330167,1746544320500,1.3875,-17.15,-14.075,1746544319977,1003.499,1746544176601,13,0,0,23.60157,0.03310456,25.67483
1746544320370,1746544320052,48.533059,35.072431,10,2.29999996722,10.8999996781,107,-166.542825537,48.5329537905,35.0724502338,1989019237,7627043021,1745036663871,48.531567,35.070958,-124,0.0999973043799,198.211346069,1746544320531,0.7938189,0.232702,10.55235,1746544320514,0.01786728,0.04795151,-0.007330167,1746544320500,1.3875,-17.15,-14.075,1746544319977,1003.499,1746544176601,13,0,0,23.60222,0.02122674,25.67483
1746544320378,1746544320052,48.533059,35.072431,10,2.29999996722,10.8999996781,107,-166.542825537,48.5329537905,35.0724502338,1989019237,7627043021,1745036663871,48.531567,35.070958,-124,0.0999973043799,198.211346069,1746544320531,0.7938189,0.232702,10.55235,1746544320514,0.01786728,0.04795151,-0.007330167,1746544320500,1.3875,-17.15,-14.075,1746544320549,1003.453,1746544176601,13,0,0,23.6033,0.04414019,25.67483
1746544320399,1746544320052,48.533059,35.072431,10,2.29999996722,10.8999996781,107,-166.542825518,48.5329450442,35.0724470732,1989019237,7627043021,1745036663871,48.531567,35.070958,-124,0.0999973043799,198.211346069,1746544320569,-0.1740779,0.0951147,8.523234,1746544320514,0.01786728,0.04795151,-0.007330167,1746544320500,1.3875,-17.15,-14.075,1746544320549,1003.453,1746544176601,13,0,0,23.60389,0.02131105,25.67483
1746544320404,1746544320052,48.533059,35.072431,10,2.29999996722,10.8999996781,107,-166.542825518,48.5329450442,35.0724470732,1989019237,7627043021,1745036663871,48.531567,35.070958,-124,0.0999973043799,198.211346069,1746544320569,-0.1740779,0.0951147,8.523234,1746544320569,-0.0749815,-0.02122694,-0.002596101,1746544320500,1.3875,-17.15,-14.075,1746544320549,1003.453,1746544176601,13,0,0,23.60389,0.02131105,25.67483
1746544320420,1746544320052,48.533059,35.072431,10,2.29999996722,10.8999996781,107,-166.542825518,48.5329450442,35.0724470732,1989019237,7627043021,1745036663871,48.531567,35.070958,-124,0.0999973043799,198.211346069,1746544320569,-0.1740779,0.0951147,8.523234,1746544320569,-0.0749815,-0.02122694,-0.002596101,1746544320589,-1.1125,-16.8625,-14.1375,1746544320549,1003.453,1746544176601,13,0,0,23.60389,0.02131105,25.67483
1746544320432,1746544320052,48.533059,35.072431,10,2.29999996722,10.8999996781,107,-166.542825518,48.5329450442,35.0724470732,1989019237,7627043021,1745036663871,48.531567,35.070958,-124,0.0999973043799,198.211346069,1746544320569,-0.1740779,0.0951147,8.523234,1746544320601,-0.07360709,-0.01542389,-0.01847813,1746544320589,-1.1125,-16.8625,-14.1375,1746544320549,1003.453,1746544176601,13,0,0,23.60389,0.02131105,25.67483
1746544320436,1746544320052,48.533059,35.072431,10,2.29999996722,10.8999996781,107,-166.542825518,48.5329450442,35.0724470732,1989019237,7627043021,1745036663871,48.531567,35.070958,-124,0.0999973043799,198.211346069,1746544320602,1.242473,-0.5479564,9.015557,1746544320601,-0.07360709,-0.01542389,-0.01847813,1746544320589,-1.1125,-16.8625,-14.1375,1746544320549,1003.453,1746544176601,13,0,0,23.60407,-0.00396134,25.67483
1746544320470,1746544320052,48.533059,35.072431,10,2.29999996722,10.8999996781,107,-166.542825484,48.5329362979,35.0724439126,1989019237,7627043021,1745036663871,48.531567,35.070958,-124,0.0999973043799,198.211346069,1746544320640,0.7339984,-0.1824527,8.672188,1746544320601,-0.07360709,-0.01542389,-0.01847813,1746544320589,-1.1125,-16.8625,-14.1375,1746544320549,1003.453,1746544176601,13,0,0,23.60348,-0.031335,25.67483
1746544320474,1746544320052,48.533059,35.072431,10,2.29999996722,10.8999996781,107,-166.542825484,48.5329362979,35.0724439126,1989019237,7627043021,1745036663871,48.531567,35.070958,-124,0.0999973043799,198.211346069,1746544320640,0.7339984,-0.1824527,8.672188,1746544320639,-0.08551861,-0.04214846,-0.01878355,1746544320589,-1.1125,-16.8625,-14.1375,1746544320549,1003.453,1746544176601,13,0,0,23.60348,-0.031335,25.67483
1746544320496,1746544320052,48.533059,35.072431,10,2.29999996722,10.8999996781,107,-166.54282552,48.5329275516,35.0724407521,1989019237,7627043021,1745036663871,48.531567,35.070958,-124,0.0999973043799,198.211346069,1746544320640,0.7339984,-0.1824527,8.672188,1746544320639,-0.08551861,-0.04214846,-0.01878355,1746544320668,1.25,-16.9,-14.5625,1746544320549,1003.453,1746544176601,13,0,0,23.60348,-0.031335,25.67483
1746544320502,1746544320052,48.533059,35.072431,10,2.29999996722,10.8999996781,107,-166.54282552,48.5329275516,35.0724407521,1989019237,7627043021,1745036663871,48.531567,35.070958,-124,0.0999973043799,198.211346069,1746544320671,0.2177469,0.2644069,9.903893,1746544320639,-0.08551861,-0.04214846,-0.01878355,1746544320668,1.25,-16.9,-14.5625,1746544320549,1003.453,1746544176601,13,0,0,23.60149,-0.07366656,25.67483
1746544320506,1746544320052,48.533059,35.072431,10,2.29999996722,10.8999996781,107,-166.54282552,48.5329275516,35.0724407521,1989019237,7627043021,1745036663871,48.531567,35.070958,-124,0.0999973043799,198.211346069,1746544320671,0.2177469,0.2644069,9.903893,1746544320672,-0.07696676,0.03756711,-0.0193944,1746544320668,1.25,-16.9,-14.5625,1746544320549,1003.453,1746544176601,13,0,0,23.60149,-0.07366656,25.67483
1746544320536,1746544320052,48.533059,35.072431,10,2.29999996722,10.8999996781,107,-166.542825555,48.5329188053,35.0724375915,1989019237,7627043021,1745036663871,48.531567,35.070958,-124,0.0999973043799,198.211346069,1746544320691,-0.3678965,0.004785645,8.215158,1746544320672,-0.07696676,0.03756711,-0.0193944,1746544320668,1.25,-16.9,-14.5625,1746544320549,1003.453,1746544176601,13,0,0,23.59925,-0.0707497,25.67483
1746544320564,1746544320052,48.533059,35.072431,10,2.29999996722,10.8999996781,107,-166.542825555,48.5329188053,35.0724375915,1989019237,7627043021,1745036663871,48.531567,35.070958,-124,0.0999973043799,198.211346069,1746544320691,-0.3678965,0.004785645,8.215158,1746544320735,0.02443389,0.04672981,-0.02076881,1746544320668,1.25,-16.9,-14.5625,1746544320549,1003.453,1746544176601,13,0,0,23.59925,-0.0707497,25.67483
1746544320571,1746544320052,48.533059,35.072431,10,2.29999996722,10.8999996781,107,-166.54282549,48.532910059,35.072434431,1989019237,7627043021,1745036663871,48.531567,35.070958,-124,0.0999973043799,198.211346069,1746544320734,0.4313063,0.1154537,10.43749,1746544320735,0.02443389,0.04672981,-0.02076881,1746544320668,1.25,-16.9,-14.5625,1746544320549,1003.453,1746544176601,13,0,0,23.59752,-0.1019334,25.67483
1746544320589,1746544320052,48.533059,35.072431,10,2.29999996722,10.8999996781,107,-166.54282549,48.532910059,35.072434431,1989019237,7627043021,1745036663871,48.531567,35.070958,-124,0.0999973043799,198.211346069,1746544320734,0.4313063,0.1154537,10.43749,1746544320754,-0.01252237,-0.0323749,-0.01664559,1746544320668,1.25,-16.9,-14.5625,1746544320549,1003.453,1746544176601,13,0,0,23.59752,-0.1019334,25.67483
1746544320592,1746544320052,48.533059,35.072431,10,2.29999996722,10.8999996781,107,-166.54282549,48.532910059,35.072434431,1989019237,7627043021,1745036663871,48.531567,35.070958,-124,0.0999973043799,198.211346069,1746544320734,0.4313063,0.1154537,10.43749,1746544320754,-0.01252237,-0.0323749,-0.01664559,1746544320759,-0.0625,-17.275,-14.525,1746544320549,1003.453,1746544176601,13,0,0,23.59752,-0.1019334,25.67483
1746544320598,1746544320052,48.533059,35.072431,10,2.29999996722,10.8999996781,107,-166.54282549,48.532910059,35.072434431,1989019237,7627043021,1745036663871,48.531567,35.070958,-124,0.0999973043799,198.211346069,1746544320769,-0.03110669,0.3320041,9.641879,1746544320754,-0.01252237,-0.0323749,-0.01664559,1746544320759,-0.0625,-17.275,-14.525,1746544320549,1003.453,1746544176601,13,0,0,23.59369,-0.07642212,25.67483
1746544320617,1746544320052,48.533059,35.072431,10,2.29999996722,10.8999996781,107,-166.542825493,48.5329013127,35.0724312704,1989019237,7627043021,1745036663871,48.531567,35.070958,-124,0.0999973043799,198.211346069,1746544320769,-0.03110669,0.3320041,9.641879,1746544320777,0.04489727,0.07482879,-0.02275406,1746544320759,-0.0625,-17.275,-14.525,1746544320549,1003.453,1746544176601,13,0,0,23.59369,-0.07642212,25.67483
1746544320635,1746544320052,48.533059,35.072431,10,2.29999996722,10.8999996781,107,-166.542825493,48.5329013127,35.0724312704,1989019237,7627043021,1745036663871,48.531567,35.070958,-124,0.0999973043799,198.211346069,1746544320792,-0.2925226,0.5718846,9.407382,1746544320777,0.04489727,0.07482879,-0.02275406,1746544320759,-0.0625,-17.275,-14.525,1746544320549,1003.453,1746544176601,13,0,0,23.59093,-0.0814665,25.67483
1746544320664,1746544320052,48.533059,35.072431,10,2.29999996722,10.8999996781,107,-166.542825558,48.5328925664,35.0724281099,1989019237,7627043021,1745036663871,48.531567,35.070958,-124,0.0999973043799,198.211346069,1746544320832,-0.1788635,0.314058,9.372088,1746544320777,0.04489727,0.07482879,-0.02275406,1746544320759,-0.0625,-17.275,-14.525,1746544320549,1003.453,1746544176601,13,0,0,23.58895,-0.08999054,25.67483
1746544320670,1746544320052,48.533059,35.072431,10,2.29999996722,10.8999996781,107,-166.542825558,48.5328925664,35.0724281099,1989019237,7627043021,1745036663871,48.531567,35.070958,-124,0.0999973043799,198.211346069,1746544320832,-0.1788635,0.314058,9.372088,1746544320835,0.003054236,0.05131117,-0.008704574,1746544320759,-0.0625,-17.275,-14.525,1746544320549,1003.453,1746544176601,13,0,0,23.58895,-0.08999054,25.67483
1746544320686,1746544320052,48.533059,35.072431,10,2.29999996722,10.8999996781,107,-166.542825558,48.5328925664,35.0724281099,1989019237,7627043021,1745036663871,48.531567,35.070958,-124,0.0999973043799,198.211346069,1746544320832,-0.1788635,0.314058,9.372088,1746544320835,0.003054236,0.05131117,-0.008704574,1746544320858,1.6875,-17.3875,-12.9375,1746544320549,1003.453,1746544176601,13,0,0,23.58895,-0.08999054,25.67483
1746544320697,1746544320052,48.533059,35.072431,10,2.29999996722,10.8999996781,107,-166.542825556,48.5328838201,35.0724249493,1989019237,7627043021,1745036663871,48.531567,35.070958,-124,0.0999973043799,198.211346069,1746544320832,-0.1788635,0.314058,9.372088,1746544320865,0.04932592,0.09559759,-0.01404949,1746544320858,1.6875,-17.3875,-12.9375,1746544320549,1003.453,1746544176601,13,0,0,23.58895,-0.08999054,25.67483
1746544320701,1746544320052,48.533059,35.072431,10,2.29999996722,10.8999996781,107,-166.542825556,48.5328838201,35.0724249493,1989019237,7627043021,1745036663871,48.531567,35.070958,-124,0.0999973043799,198.211346069,1746544320865,0.6005985,0.2195415,10.39203,1746544320865,0.04932592,0.09559759,-0.01404949,1746544320858,1.6875,-17.3875,-12.9375,1746544320549,1003.453,1746544176601,13,0,0,23.58504,-0.1055641,25.67483
1746544320742,1746544320052,48.533059,35.072431,10,2.29999996722,10.8999996781,107,-166.542825423,48.5328750738,35.0724217888,1989019237,7627043021,1745036663871,48.531567,35.070958,-124,0.0999973043799,198.211346069,1746544320911,0.5413761,-0.2512464,9.347562,1746544320865,0.04932592,0.09559759,-0.01404949,1746544320858,1.6875,-17.3875,-12.9375,1746544320549,1003.453,1746544176601,13,0,0,23.58186,-0.08744985,25.67483
1746544320746,1746544320052,48.533059,35.072431,10,2.29999996722,10.8999996781,107,-166.542825423,48.5328750738,35.0724217888,1989019237,7627043021,1745036663871,48.531567,35.070958,-124,0.0999973043799,198.211346069,1746544320911,0.5413761,-0.2512464,9.347562,1746544320913,-0.003206948,-0.0116061,-0.009162709,1746544320858,1.6875,-17.3875,-12.9375,1746544320549,1003.453,1746544176601,13,0,0,23.58186,-0.08744985,25.67483
1746544320773,1746544320052,48.533059,35.072431,10,2.29999996722,10.8999996781,107,-166.542825423,48.5328750738,35.0724217888,1989019237,7627043021,1745036663871,48.531567,35.070958,-124,0.0999973043799,198.211346069,1746544320911,0.5413761,-0.2512464,9.347562,1746544320941,-0.004581355,0.003970507,-0.01511847,1746544320858,1.6875,-17.3875,-12.9375,1746544320549,1003.453,1746544176601,13,0,0,23.58186,-0.08744985,25.67483
1746544320777,1746544320052,48.533059,35.072431,10,2.29999996722,10.8999996781,107,-166.542825553,48.5328663275,35.0724186282,1989019237,7627043021,1745036663871,48.531567,35.070958,-124,0.0999973043799,198.211346069,1746544320943,0.5162515,-0.08135597,9.962517,1746544320941,-0.004581355,0.003970507,-0.01511847,1746544320858,1.6875,-17.3875,-12.9375,1746544320549,1003.453,1746544176601,13,0,0,23.57736,-0.1079059,25.67483
1746544320780,1746544320052,48.533059,35.072431,10,2.29999996722,10.8999996781,107,-166.542825553,48.5328663275,35.0724186282,1989019237,7627043021,1745036663871,48.531567,35.070958,-124,0.0999973043799,198.211346069,1746544320943,0.5162515,-0.08135597,9.962517,1746544320941,-0.004581355,0.003970507,-0.01511847,1746544320949,-0.325,-18.2125,-13.875,1746544320549,1003.453,1746544176601,13,0,0,23.57736,-0.1079059,25.67483
1746544320818,1746544320052,48.533059,35.072431,10,2.29999996722,10.8999996781,107,-166.542825491,48.5328663275,35.0724186282,1989019237,7627043021,1745036663871,48.531567,35.070958,-124,0.0999973043799,198.211346069,1746544320973,0.1782653,0.1525424,9.808778,1746544320941,-0.004581355,0.003970507,-0.01511847,1746544320949,-0.325,-18.2125,-13.875,1746544320549,1003.453,1746544176601,13,0,0,23.57398,-0.1037027,25.67483
1746544320821,1746544320052,48.533059,35.072431,10,2.29999996722,10.8999996781,107,-166.542825491,48.5328575813,35.0724154677,1989019237,7627043021,1745036663871,48.531567,35.070958,-124,0.0999973043799,198.211346069,1746544320973,0.1782653,0.1525424,9.808778,1746544320975,0.001527118,-0.06337541,-0.01435491,1746544320949,-0.325,-18.2125,-13.875,1746544320549,1003.453,1746544176601,13,0,0,23.57398,-0.1037027,25.67483
